Date,Price,Open,High,Low,Change %
01-04-2025,266436,266963,269289,265372,-0.18
31-03-2025,266903,264019,267486,263171,1.15
28-03-2025,263859,261658,264186,261516,0.8
27-03-2025,261759,258615,262302,258430,1.25
26-03-2025,258523,258536,260112,258003,0.07
25-03-2025,258349,257643,260118,257375,0.3
24-03-2025,257572,259965,260264,256938,-0.93
21-03-2025,260000,262872,263123,258035,-1.07
20-03-2025,262819,263080,263812,261310,-0.07
19-03-2025,263016,262573,263495,261178,0.2
18-03-2025,262496,260168,263073,259869,0.93
17-03-2025,260072,259603,260485,258974,0.23
14-03-2025,259470,259703,261309,258923,-0.08
13-03-2025,259688,255858,259873,255318,1.58
12-03-2025,255654,254252,256324,253452,0.6
11-03-2025,254126,251905,254790,251603,0.82
10-03-2025,252056,253679,254593,251450,-0.6
07-03-2025,253590,253474,255188,252125,0.08
06-03-2025,253376,253645,254516,251836,-0.06
05-03-2025,253538,254638,254779,251881,-0.38
04-03-2025,254505,252489,255210,251496,0.86
03-03-2025,252339,249879,252685,249778,0.93
28-02-2025,250017,251294,251927,247655,-0.46
27-02-2025,251182,254143,254534,250504,-1.12
26-02-2025,254036,253963,255340,251875,0.07
25-02-2025,253858,255934,256700,251672,-0.79
24-02-2025,255887,254292,256361,253057,0.67
21-02-2025,254178,254516,255205,252912,-0.09
20-02-2025,254396,254900,256249,253202,-0.18
19-02-2025,254853,255057,256007,253618,-0.03
18-02-2025,254942,251700,255249,251270,1.35
17-02-2025,251543,249802,252511,249338,0.72
14-02-2025,249748,253860,255337,249231,-1.6
13-02-2025,253798,252393,254174,252056,0.58
12-02-2025,252343,251530,252835,248855,0.36
11-02-2025,251449,254317,257607,249965,-1.14
10-02-2025,254356,251050,254701,250226,1.46
07-02-2025,250705,250165,252917,249661,0.23
06-02-2025,250127,250386,251491,248357,-0.09
05-02-2025,250353,247383,251785,247250,1.16
04-02-2025,247490,244884,247789,244487,1.12
03-02-2025,244754,242492,246670,240323,0.98
31-01-2025,242387,241991,244010,241672,0.22
30-01-2025,241863,239068,242299,238796,1.18
29-01-2025,239042,239300,239534,237802,-0.08
28-01-2025,239239,236679,239408,236546,1.16
27-01-2025,236500,238862,239200,235763,-1
24-01-2025,238882,238145,240220,237931,0.35
23-01-2025,238040,238286,238500,236408,-0.12
22-01-2025,238331,237313,238795,237036,0.42
21-01-2025,237336,233554,237615,232984,1.65
20-01-2025,233476,233972,234942,232831,-0.17
17-01-2025,233876,235114,235359,233601,-0.47
16-01-2025,234983,232980,235966,232632,0.88
15-01-2025,232937,231673,233067,231065,0.56
14-01-2025,231641,230783,231833,230190,0.45
13-01-2025,230606,231809,232816,230339,-0.5
10-01-2025,231766,229376,232463,229163,1.1
09-01-2025,229247,228591,229943,228123,0.25
08-01-2025,228669,227293,229405,227000,0.61
07-01-2025,227272,225974,228448,225638,0.59
06-01-2025,225933,226508,227224,224146,-0.18
03-01-2025,226334,227958,228665,226154,-0.69
02-01-2025,227911,224969,228228,224533,1.42
01-01-2025,224716,224734,224973,224734,0.11
31-12-2024,224478,222858,224896,222614,0.76
30-12-2024,222782,223755,224792,221953,-0.42
27-12-2024,223717,224487,226205,223113,-0.32
26-12-2024,224435,222862,225033,222731,0.81
25-12-2024,222639,222655,222731,222590,0.03
24-12-2024,222582,222350,223360,222151,0.14
23-12-2024,222267,222764,224040,221894,-0.16
20-12-2024,222628,220795,223622,220398,0.88
19-12-2024,220694,219508,223575,219325,0.6
18-12-2024,219383,224677,225186,219367,-2.35
17-12-2024,224662,225308,225756,223582,-0.21
16-12-2024,225142,224669,226277,224181,0.26
13-12-2024,224559,227434,228602,224398,-1.23
12-12-2024,227350,230437,231300,227043,-1.29
11-12-2024,230324,228657,230831,226981,0.79
10-12-2024,228516,225759,228793,225502,1.3
09-12-2024,225579,223158,227121,222531,1.19
06-12-2024,222923,222962,224058,221361,0.06
05-12-2024,222793,224506,225005,222245,-0.72
04-12-2024,224403,223843,225085,223126,0.27
03-12-2024,223808,223657,224937,223286,0.13
02-12-2024,223525,224418,224689,221822,-0.38
29-11-2024,224381,223125,225388,222522,0.61
28-11-2024,223016,222543,223935,221260,0.16
27-11-2024,222655,222041,224381,221563,0.29
26-11-2024,222020,221158,222725,219548,0.48
25-11-2024,220968,229239,229773,220419,-3.51
22-11-2024,229013,225446,229096,225394,1.64
21-11-2024,225327,223523,225971,223400,0.78
20-11-2024,223590,222169,224033,220959,0.67
19-11-2024,222106,220402,222828,220309,0.78
18-11-2024,220378,216273,220742,216273,1.92
15-11-2024,216228,216678,217516,215755,-0.15
14-11-2024,216549,217185,217943,214107,-0.28
13-11-2024,217160,219276,221021,217159,-0.94
12-11-2024,219219,221048,221712,218564,-0.75
11-11-2024,220876,226598,226727,220353,-2.48
08-11-2024,226497,228129,228539,226153,-0.68
07-11-2024,228052,224237,228429,222897,1.74
06-11-2024,224146,230807,231441,223707,-2.87
05-11-2024,230775,230260,231279,229285,0.28
04-11-2024,230127,229897,231163,229534,0.04
01-11-2024,230042,230674,232203,229776,-0.26
31-10-2024,230649,234393,234642,229733,-1.58
30-10-2024,234349,233294,234619,232977,0.5
29-10-2024,233193,230559,233312,230397,1.17
28-10-2024,230496,230000,230849,229111,-0.25
25-10-2024,231067,230008,231118,228407,0.52
24-10-2024,229872,228332,230637,228265,0.75
23-10-2024,228152,231119,231955,227762,-1.26
22-10-2024,231073,228781,231143,228592,1.09
21-10-2024,228583,228814,230404,228212,-0.08
18-10-2024,228756,226367,228912,226204,1.1
17-10-2024,226275,224627,226689,224559,0.79
16-10-2024,224495,223810,225659,223456,0.37
15-10-2024,223664,222711,224375,221792,0.48
14-10-2024,222594,223487,224208,222233,-0.35
11-10-2024,223371,220759,223864,220632,1.25
10-10-2024,220620,218952,220925,218664,0.78
09-10-2024,218918,220171,220310,218734,-0.52
08-10-2024,220062,221961,222771,218731,-0.82
07-10-2024,221887,222775,223425,221568,-0.47
04-10-2024,222933,223121,224308,221197,-0.04
03-10-2024,223030,223169,223686,221724,0
02-10-2024,223032,223496,223642,221771,-0.15
01-10-2024,223361,220746,224392,220596,1.23
30-09-2024,220641,222553,223207,219911,-0.83
27-09-2024,222498,223498,223739,221284,-0.4
26-09-2024,223395,222167,224597,222032,0.58
25-09-2024,222117,222188,223235,221540,0.01
24-09-2024,222098,219590,222776,219203,1.2
23-09-2024,219459,218895,220243,218312,0.26
20-09-2024,218894,216322,219268,216154,1.21
19-09-2024,216270,214110,217123,213658,1.04
18-09-2024,214035,215262,217534,213080,-0.52
17-09-2024,215164,216579,216941,214534,-0.57
16-09-2024,216408,216261,217290,216007,0.09
13-09-2024,216215,214767,216955,214540,0.7
12-09-2024,214710,210906,214878,210837,1.82
11-09-2024,210878,211343,212360,210021,-0.14
10-09-2024,211172,210412,211501,209930,0.44
09-09-2024,210238,209725,210508,208616,0.25
06-09-2024,209713,211379,212284,208607,-0.75
05-09-2024,211290,209540,211954,209414,0.86
04-09-2024,209483,209401,209950,207527,0.14
03-09-2024,209186,209810,210457,207715,-0.22
02-09-2024,209640,209909,210467,208912,-0.13
30-08-2024,209922,211513,211949,209159,-0.74
29-08-2024,211478,210004,212088,209990,0.65
28-08-2024,210114,211972,212249,209391,-0.76
27-08-2024,211734,211218,212005,210098,0.3
26-08-2024,211099,210493,212083,210315,0.27
23-08-2024,210540,208559,211106,208237,1.01
22-08-2024,208443,210725,211006,207454,-1.02
21-08-2024,210593,210689,211461,209295,0.07
20-08-2024,210444,209895,212106,209287,0.22
19-08-2024,209977,210430,210601,208564,-0.17
16-08-2024,210337,206278,210555,205709,1.99
15-08-2024,206225,205533,207366,204261,0.36
14-08-2024,205484,206871,208134,204649,-0.65
13-08-2024,206821,207582,207926,206402,-0.23
12-08-2024,207289,204100,207624,203442,1.58
09-08-2024,204064,203888,204598,202779,0.1
08-08-2024,203865,199949,203935,199840,1.99
07-08-2024,199888,200766,202072,199633,-0.37
06-08-2024,200626,202382,203055,199912,-0.95
05-08-2024,202554,204744,206029,198953,-1.07
02-08-2024,204737,204765,207488,201993,0.04
01-08-2024,204653,204870,206139,203481,-0.06
31-07-2024,204775,201848,205218,201280,1.56
30-07-2024,201621,199677,202040,199012,0.99
29-07-2024,199649,199881,201223,198476,-0.07
26-07-2024,199783,197953,200165,197289,0.94
25-07-2024,197926,200745,201094,197044,-1.34
24-07-2024,200624,201649,203581,200635,-0.45
23-07-2024,201523,200507,201951,199726,0.53
22-07-2024,200461,200984,201965,199438,-0.27
19-07-2024,201004,204408,204486,200385,-1.65
18-07-2024,204371,205529,206975,203993,-0.5
17-07-2024,205408,206242,207499,204929,-0.38
16-07-2024,206198,202417,206324,202256,1.89
15-07-2024,202371,201403,203863,200635,0.5
12-07-2024,201363,201715,202055,199739,-0.15
11-07-2024,201667,198042,202435,197963,1.85
10-07-2024,198003,197385,199317,197252,0.36
09-07-2024,197299,197126,197980,196174,0.18
08-07-2024,196951,199737,199743,196230,-1.37
05-07-2024,199688,196763,199843,196553,1.53
04-07-2024,196677,196815,197301,196305,-0.04
03-07-2024,196755,194548,197428,194296,1.16
02-07-2024,194497,194632,194981,193563,-0.02
01-07-2024,194534,193934,195160,193423,0.31
28-06-2024,193935,194264,195014,193504,-0.14
27-06-2024,194213,192046,194545,191765,1.21
26-06-2024,191892,193539,193855,191655,-0.79
25-06-2024,193423,194874,195034,193188,-0.64
24-06-2024,194679,194000,194909,193646,0.35
21-06-2024,193994,197375,197980,193530,-1.7
20-06-2024,197342,194073,197828,194068,1.64
19-06-2024,194154,194145,194804,193842,0.04
18-06-2024,194075,193668,194500,192427,0.28
17-06-2024,193529,194860,194967,192968,-0.69
14-06-2024,194875,192462,195241,192231,1.27
13-06-2024,192431,193922,194345,191787,-0.7
12-06-2024,193796,193786,195457,193069,0.06
11-06-2024,193684,193006,193935,191854,0.42
10-06-2024,192877,191776,193266,190961,0.72
07-06-2024,191494,198345,199284,190922,-3.43
06-06-2024,198303,196324,198551,196249,1.06
05-06-2024,196231,194418,196613,194134,1.01
04-06-2024,194264,195380,196341,193485,-0.49
03-06-2024,195213,194097,195711,192275,0.56
31-05-2024,194119,195204,196733,193671,-0.59
30-05-2024,195277,194872,195890,193753,0.24
29-05-2024,194807,196222,196658,194652,-0.8
28-05-2024,196374,195455,196647,194576,0.52
27-05-2024,195351,193915,196066,193737,0.78
24-05-2024,193832,193889,195081,193639,-0.01
23-05-2024,193853,197994,198502,193722,-2.05
22-05-2024,197916,201668,202125,197681,-1.8
21-05-2024,201543,202118,202772,200491,-0.25
20-05-2024,202041,201189,204021,200564,0.46
17-05-2024,201112,198357,201843,198218,1.43
16-05-2024,198279,199044,199997,197910,-0.36
15-05-2024,198997,196872,199404,196336,1.13
14-05-2024,196772,195005,197035,194942,0.93
13-05-2024,194960,197394,197579,194771,-1.12
10-05-2024,197169,195815,198633,195723,0.71
09-05-2024,195775,192690,195903,192594,1.64
08-05-2024,192614,193152,193840,192391,-0.27
07-05-2024,193132,194039,194485,192867,-0.43
06-05-2024,193976,191985,194739,191092,1.04
03-05-2024,191976,192279,193523,189972,-0.08
02-05-2024,192126,193588,194157,190749,-0.73
01-05-2024,193545,190804,194345,190430,1.47
30-04-2024,190744,194868,195000,190712,-2.08
29-04-2024,194788,195076,195892,193432,-0.07
26-04-2024,194934,194303,196065,193788,0.35
25-04-2024,194245,192981,195272,192115,0.68
24-04-2024,192933,193427,194780,192605,-0.21
23-04-2024,193333,194018,194671,190971,-0.32
22-04-2024,193945,199141,199184,193860,-2.71
19-04-2024,199341,198748,202183,197975,0.32
18-04-2024,198703,197292,199915,197292,0.69
17-04-2024,197346,199360,200433,197009,-0.96
16-04-2024,199256,199013,200656,197362,0.2
15-04-2024,198858,195865,199392,194100,1.59
12-04-2024,195750,197654,203243,195032,-0.96
11-04-2024,197643,194593,198150,193933,1.58
10-04-2024,194560,195747,196428,193405,-0.58
09-04-2024,195692,194803,196860,194537,0.49
08-04-2024,194747,193470,196047,191875,0.37
05-04-2024,194024,190950,194165,189252,1.66
04-04-2024,190854,192037,192342,190084,-0.58
03-04-2024,191971,190050,192176,189170,1.05
02-04-2024,189973,187757,190134,187303,1.22
01-04-2024,187693,186733,188889,185833,0.87
29-03-2024,186069,186219,186268,186078,-0.06
28-03-2024,186174,182870,186428,182345,1.86
27-03-2024,182768,181566,183176,181191,0.71
26-03-2024,181483,181177,183284,180721,0.2
25-03-2024,181117,181032,182078,180607,0.09
22-03-2024,180954,181485,182050,180204,-0.24
21-03-2024,181391,181895,184946,180266,-0.22
20-03-2024,181799,179150,182117,178866,1.53
19-03-2024,179056,179132,179469,178178,0
18-03-2024,179059,178706,179376,177799,0.22
15-03-2024,178658,179374,180141,178639,-0.33
14-03-2024,179249,180117,180349,178526,-0.41
13-03-2024,179988,178683,180581,178555,0.74
12-03-2024,178662,180583,180775,178061,-1.03
11-03-2024,180530,180192,181145,179911,0.21
08-03-2024,180145,178676,181664,178225,0.9
07-03-2024,178538,177895,179048,177610,0.41
06-03-2024,177805,176411,178230,175976,0.83
05-03-2024,176341,175309,177568,174992,0.62
04-03-2024,175248,172510,175754,172290,1.54
01-03-2024,172590,169480,173050,168965,1.87
29-02-2024,169428,168707,169996,168092,0.48
28-02-2024,168625,168324,168961,167869,0.23
27-02-2024,168244,168305,169109,168195,0
26-02-2024,168243,168632,168882,167828,-0.26
23-02-2024,168678,167711,169207,167147,0.6
22-02-2024,167663,168033,168690,167393,-0.2
21-02-2024,167997,167801,168493,167510,0.14
20-02-2024,167771,167445,168457,167292,0.22
19-02-2024,167408,167128,167927,166997,0.18
16-02-2024,167114,166307,167317,165658,0.51
15-02-2024,166270,165389,166757,165188,0.53
14-02-2024,165395,165645,165795,164782,-0.12
13-02-2024,165596,167684,168483,165345,-1.18
12-02-2024,167576,168046,168363,166942,-0.26
09-02-2024,168005,168817,169151,167702,-0.46
08-02-2024,168775,168879,169189,167634,-0.04
07-02-2024,168845,169133,169677,168516,-0.15
06-02-2024,169092,168174,169360,167958,0.58
05-02-2024,168116,169320,169521,167302,-0.64
02-02-2024,169201,170529,170657,168266,-0.71
01-02-2024,170405,169538,171362,168423,0.57
31-01-2024,169443,169321,170724,168741,0.1
30-01-2024,169280,168996,170268,168659,0.19
29-01-2024,168957,167852,169432,167685,0.72
26-01-2024,167754,168080,168456,167536,-0.1
25-01-2024,167919,167448,168314,167084,0.31
24-01-2024,167396,168691,169224,167195,-0.77
23-01-2024,168701,168013,169337,167833,0.44
22-01-2024,167961,168682,168881,167599,-0.38
19-01-2024,168609,168298,169434,167948,0.23
18-01-2024,168222,166913,168304,166795,0.82
17-01-2024,166850,168538,168861,166489,-0.97
16-01-2024,168486,170202,170281,168179,-0.99
15-01-2024,170167,169709,170678,169519,0.25
12-01-2024,169751,168607,170786,168494,0.7
11-01-2024,168566,168070,169319,167218,0.32
10-01-2024,168029,168737,169431,167777,-0.39
09-01-2024,168694,168425,169740,168379,0.21
08-01-2024,168334,169929,170130,167686,-0.97
05-01-2024,169987,170089,171534,169354,-0.04
04-01-2024,170048,170030,170755,169554,0.04
03-01-2024,169978,171459,172148,169155,-0.83
02-01-2024,171402,171721,173233,171258,-0.16
01-01-2024,171685,171703,171708,171517,0.06
29-12-2023,171587,171812,172583,171214,-0.1
28-12-2023,171760,173012,173904,171669,-0.7
27-12-2023,172972,171982,173594,171651,0.64
26-12-2023,171871,170770,172064,170770,0.67
25-12-2023,170734,170791,170792,170647,0
22-12-2023,170738,170261,172099,170240,0.3
21-12-2023,170219,169035,170328,168930,0.85
20-12-2023,168788,169572,169969,168621,-0.44
19-12-2023,169530,168512,170079,168125,0.67
18-12-2023,168397,167718,169084,167378,0.51
15-12-2023,167550,169535,169885,167352,-1.22
14-12-2023,169612,169020,170680,168738,0.37
13-12-2023,168980,165090,169023,164534,2.37
12-12-2023,165062,165201,166467,164884,-0.06
11-12-2023,165160,167160,167588,164773,-1.18
08-12-2023,167133,169125,169578,166464,-1.13
07-12-2023,169041,168797,170027,168384,0.17
06-12-2023,168755,168263,169640,168081,0.32
05-12-2023,168222,169322,170228,167543,-0.61
04-12-2023,169254,172463,175847,168554,-1.84
01-12-2023,172423,169812,172804,169485,1.58
30-11-2023,169740,170403,170663,169461,-0.36
29-11-2023,170354,170099,171032,169507,0.18
28-11-2023,170046,167865,170305,167621,1.27
27-11-2023,167907,166921,168227,166746,0.64
24-11-2023,166844,166172,167025,165955,0.55
23-11-2023,165926,165755,166631,165714,0.12
22-11-2023,165731,166544,167191,165537,-0.42
21-11-2023,166432,164800,167169,164784,1.01
20-11-2023,164761,164865,165293,163799,-0.04
17-11-2023,164824,164811,166045,164689,0.06
16-11-2023,164719,163016,165473,162825,1.07
15-11-2023,162977,163051,164182,162611,0.07
14-11-2023,162861,161972,163636,161616,0.62
13-11-2023,161853,161383,162251,160837,0.31
10-11-2023,161352,163241,163445,161007,-1.1
09-11-2023,163147,162289,163713,161915,0.56
08-11-2023,162246,163911,164059,162079,-0.99
07-11-2023,163862,164599,164674,162890,-0.42
06-11-2023,164554,165659,165742,164556,-0.65
03-11-2023,165639,165402,166737,165052,0.23
02-11-2023,165252,165112,165771,164692,0.17
01-11-2023,164975,165232,165858,164023,-0.09
31-10-2023,165121,166178,167150,164809,-0.61
30-10-2023,166136,166944,167158,165695,-0.54
27-10-2023,167029,165230,167334,164472,1.13
26-10-2023,165171,164612,165928,164119,0.37
25-10-2023,164566,163621,165234,163204,0.6
24-10-2023,163585,163836,164525,162299,-0.17
23-10-2023,163857,164775,164967,163356,-0.5
20-10-2023,164686,164087,166104,163919,0.41
19-10-2023,164016,162258,164368,161945,1.21
18-10-2023,162062,160089,163391,160060,1.27
17-10-2023,160034,159706,160829,159047,0.23
16-10-2023,159674,161024,161156,158818,-0.75
13-10-2023,160881,155536,161049,155505,3.37
12-10-2023,155637,155840,156906,155531,-0.13
11-10-2023,155845,154762,156071,154666,0.75
10-10-2023,154682,155016,155328,154189,-0.15
09-10-2023,154918,152346,155247,152337,1.72
06-10-2023,152297,151468,152565,150700,0.58
05-10-2023,151418,151640,152239,150968,-0.12
04-10-2023,151607,151716,152472,151190,-0.04
03-10-2023,151668,152056,152497,151078,-0.23
02-10-2023,152012,153459,153553,151984,-0.95
29-09-2023,153465,155089,156112,153311,-1.01
28-09-2023,155025,156019,156362,154474,-0.58
27-09-2023,155937,158242,158502,155806,-1.4
26-09-2023,158153,159278,159452,158116,-0.63
25-09-2023,159161,159747,160160,159204,-0.35
22-09-2023,159716,159607,160061,159158,0.17
21-09-2023,159447,160072,160535,159069,-0.35
20-09-2023,160012,160887,161529,159975,-0.52
19-09-2023,160845,161097,161270,160718,-0.1
18-09-2023,161001,159874,161148,159743,0.73
15-09-2023,159836,158675,160487,158566,0.79
14-09-2023,158581,158280,158803,157846,0.34
13-09-2023,158045,158562,158937,158091,-0.29
12-09-2023,158512,159249,159786,158118,-0.5
11-09-2023,159304,159351,160120,159163,0.03
08-09-2023,159263,159736,160271,159201,-0.18
07-09-2023,159557,159513,160072,159394,0.08
06-09-2023,159421,159949,160388,159345,-0.3
05-09-2023,159897,160418,160818,159873,-0.26
04-09-2023,160317,160474,161064,160176,-0.02
01-09-2023,160349,160430,161396,159925,-0.04
31-08-2023,160412,160470,161157,160378,0
30-08-2023,160418,160039,160971,159879,0.29
29-08-2023,159962,158663,160106,158461,0.91
28-08-2023,158518,158393,159156,158053,0.19
25-08-2023,158217,158310,158822,157329,-0.02
24-08-2023,158251,158033,158821,157867,0.23
23-08-2023,157884,157568,158520,157225,0.23
22-08-2023,157524,157479,158065,156780,0.1
21-08-2023,157366,157137,157891,156683,0.21
18-08-2023,157034,157019,157844,156871,0.08
17-08-2023,156901,157439,158113,156658,-0.3
16-08-2023,157374,158321,158988,157428,-0.54
15-08-2023,158228,158639,159174,158082,-0.22
14-08-2023,158584,158638,159263,158347,0.02
11-08-2023,158557,158037,159128,157927,0.37
10-08-2023,157969,158651,159567,158024,-0.37
09-08-2023,158553,159443,160045,158620,-0.59
08-08-2023,159491,160307,160435,159374,-0.42
07-08-2023,160158,160644,160993,159823,-0.26
04-08-2023,160582,160054,161030,159888,0.4
03-08-2023,159941,160033,160525,159682,-0.04
02-08-2023,159999,160118,161461,159957,-0.03
01-08-2023,160046,161617,161702,159842,-0.94
31-07-2023,161568,161174,162263,160516,0.29
28-07-2023,161095,159874,161502,159651,0.84
27-07-2023,159748,161640,162446,159353,-1.14
26-07-2023,161583,160863,162232,160599,0.49
25-07-2023,160798,159885,160998,159803,0.64
24-07-2023,159772,160872,161035,159780,-0.62
21-07-2023,160769,161672,162023,160540,-0.54
20-07-2023,161648,162194,163051,161292,-0.31
19-07-2023,162143,162380,162668,161625,-0.11
18-07-2023,162321,160404,162797,160348,1.16
17-07-2023,160453,160452,160851,159690,0.03
14-07-2023,160400,160852,161290,160308,-0.26
13-07-2023,160810,160503,161214,160325,0.25
12-07-2023,160405,159191,160773,159051,0.79
11-07-2023,159155,158954,159739,158670,0.19
10-07-2023,158847,159050,159307,158019,-0.13
07-07-2023,159051,158170,159822,157860,0.59
06-07-2023,158117,157814,158936,157145,0.22
05-07-2023,157774,157873,159132,157697,0.01
04-07-2023,157753,157472,158391,157327,0.2
03-07-2023,157433,157575,158209,156439,-0.09
30-06-2023,157581,156705,157783,155930,0.61
29-06-2023,156621,156457,157041,155404,0.14
28-06-2023,156406,156941,157245,156150,-0.27
27-06-2023,156834,157667,158305,156731,-0.43
26-06-2023,157505,157763,158645,157560,0.05
23-06-2023,157434,156900,158842,156590,0.48
22-06-2023,156688,158354,158554,156727,-1.03
21-06-2023,158321,158830,159128,157428,-0.27
20-06-2023,158751,159768,160675,158301,-0.62
19-06-2023,159734,160389,160512,159602,-0.35
16-06-2023,160297,160367,161193,159999,-0.01
15-06-2023,160310,159221,160671,158265,0.73
14-06-2023,159156,159852,160760,158980,-0.39
13-06-2023,159786,161359,162126,159545,-0.92
12-06-2023,161263,161613,162206,160699,-0.23
09-06-2023,161631,162401,162685,161361,-0.42
08-06-2023,162317,160068,162550,160060,1.44
07-06-2023,160008,162019,162561,160052,-1.21
06-06-2023,161966,161944,162448,161351,0.07
05-06-2023,161858,160501,162090,160082,0.86
02-06-2023,160478,162716,163282,160459,-1.34
01-06-2023,162665,162256,163278,161099,0.3
31-05-2023,162177,162050,163334,161613,0.14
30-05-2023,161943,160617,162378,159871,0.93
29-05-2023,160451,160534,161076,160220,-0.16
26-05-2023,160703,160533,161745,160146,0.07
25-05-2023,160585,161807,162601,160425,-0.73
24-05-2023,161761,163578,164055,161778,-1.1
23-05-2023,163555,163367,163831,161857,0.14
22-05-2023,163322,163969,164350,163079,-0.34
19-05-2023,163882,161887,164441,161649,1.24
18-05-2023,161872,163314,163599,161550,-0.85
17-05-2023,163267,163685,164093,162746,-0.21
16-05-2023,163603,165883,166257,163388,-1.33
15-05-2023,165803,165364,166409,164999,0.36
12-05-2023,165214,165549,166181,164454,-0.12
11-05-2023,165407,166304,167541,165230,-0.51
10-05-2023,166256,167086,167791,165648,-0.46
09-05-2023,167017,165434,167241,165202,0.98
08-05-2023,165395,164764,166003,164613,0.32
05-05-2023,164866,167595,167720,163438,-1.59
04-05-2023,167529,166689,169554,165952,0.6
03-05-2023,166523,164828,166887,164311,1.05
02-05-2023,164797,162205,165147,161954,1.63
01-05-2023,162158,162783,163934,161609,-0.26
28-04-2023,162574,162348,163189,161720,0.12
27-04-2023,162375,162556,163784,161495,-0.2
26-04-2023,162693,163699,164262,162175,-0.53
25-04-2023,163556,163077,164384,161969,0.31
24-04-2023,163050,162579,163180,161701,0.24
21-04-2023,162657,164596,164752,161823,-1.08
20-04-2023,164436,164070,165334,163692,0.24
19-04-2023,164038,164736,164894,161961,-0.34
18-04-2023,164600,163558,165073,163379,0.75
17-04-2023,163373,163841,165046,162560,-0.35
14-04-2023,163942,166612,167277,163088,-1.58
13-04-2023,166573,165194,167338,164940,0.91
12-04-2023,165070,164370,166285,164120,0.34
11-04-2023,164519,163197,164885,163045,0.72
10-04-2023,163348,164449,164685,162580,-0.63
07-04-2023,164376,164330,164571,164236,0.06
06-04-2023,164281,165704,165704,163933,-0.82
05-04-2023,165637,165904,166625,164689,-0.12
04-04-2023,165829,163213,166434,162448,1.67
03-04-2023,163097,161974,163751,160702,0.83
31-03-2023,161748,162599,163331,161633,-0.49
30-03-2023,162539,161410,162949,160878,0.72
29-03-2023,161377,162149,162308,161179,-0.47
28-03-2023,162133,160998,162381,160203,0.77
27-03-2023,160899,162839,163022,159975,-1.19
24-03-2023,162839,164011,165244,162646,-0.6
23-03-2023,163823,162636,164487,161772,0.86
22-03-2023,162429,160453,163588,159962,1.27
21-03-2023,160393,163285,163965,160067,-1.7
20-03-2023,163171,164056,166191,162302,-0.53
17-03-2023,164039,158651,164236,158471,3.42
16-03-2023,158613,159048,160206,158055,-0.16
15-03-2023,158867,156508,160630,155610,1.46
14-03-2023,156588,157405,157696,156138,-0.5
13-03-2023,157371,153193,157515,153193,2.79
10-03-2023,153103,150308,153297,149981,1.95
09-03-2023,150175,148659,150542,148372,1.03
08-03-2023,148638,148753,149411,148421,-0.02
07-03-2023,148663,151085,151520,148573,-1.62
06-03-2023,151106,151601,151949,150921,-0.27
03-03-2023,151516,151155,151752,150511,0.26
02-03-2023,151116,151450,151764,150951,-0.11
01-03-2023,151282,151077,152103,150666,0.21
28-02-2023,150965,150092,151305,149223,0.62
27-02-2023,150037,150261,150563,149731,-0.06
24-02-2023,150125,150632,151198,149924,-0.17
23-02-2023,150375,151353,151825,150155,-0.63
22-02-2023,151330,152018,152941,151012,-0.44
21-02-2023,152003,152348,152641,151477,-0.16
20-02-2023,152249,152514,152805,152047,-0.07
17-02-2023,152355,151892,152599,150621,0.39
16-02-2023,151759,151950,152648,151200,-0.03
15-02-2023,151810,153776,154216,151642,-1.22
14-02-2023,153680,153088,154915,152854,0.4
13-02-2023,153060,153957,154398,152906,-0.51
10-02-2023,153839,153657,154332,152964,0.2
09-02-2023,153537,155019,155977,153340,-0.94
08-02-2023,154989,155245,155774,154343,-0.11
07-02-2023,155164,154621,156164,154365,0.38
06-02-2023,154571,153379,155459,152986,0.79
03-02-2023,153357,156914,157744,153071,-2.25
02-02-2023,156885,159432,160925,156830,-1.53
01-02-2023,159323,157685,159806,157020,1.14
31-01-2023,157527,156785,157879,155534,0.51
30-01-2023,156721,157193,157982,156594,-0.24
27-01-2023,157097,157133,157914,156386,0.04
26-01-2023,157033,158745,158902,156381,-0.96
25-01-2023,158558,158016,158808,156654,0.36
24-01-2023,157982,157191,158306,156479,0.45
23-01-2023,157267,155992,157421,155748,0.79
20-01-2023,156030,156981,157273,155770,-0.58
19-01-2023,156939,155123,157242,154785,1.2
18-01-2023,155076,155812,156473,154683,-0.45
17-01-2023,155769,156668,156725,155410,-0.51
16-01-2023,156566,156099,156783,155795,0.31
13-01-2023,156075,153671,156249,153663,1.59
12-01-2023,153629,153130,154888,152684,0.4
11-01-2023,153014,153181,154097,152359,0.07
10-01-2023,152903,153798,154244,152712,-0.59
09-01-2023,153807,153480,154902,153403,0.21
06-01-2023,153490,151347,154158,151194,1.41
05-01-2023,151349,153382,153717,150709,-1.28
04-01-2023,153307,152365,154402,151976,0.65
03-01-2023,152313,151154,153267,151012,0.94
02-01-2023,150901,150914,151251,150585,-0.01
30-12-2022,150909,150251,151152,149831,0.5
29-12-2022,150153,149447,150803,149142,0.6
28-12-2022,149252,150235,150360,148672,-0.59
27-12-2022,150132,148522,151995,148483,1.05
26-12-2022,148573,148904,148979,148584,-0.17
23-12-2022,148833,148650,149352,148273,0.26
22-12-2022,148440,150373,150900,148055,-1.27
21-12-2022,150343,150140,151249,149893,0.18
20-12-2022,150075,147809,150485,147344,1.61
